img_id,bbox_id,x_min,x_max,y_min,y_max,label_l1,label_l2,label
94a7321a-23f0-11e9-a91a-c76419c71d08, 919, 0, 102, 305, 405, Human, HUMAN, 0
94a7321a-23f0-11e9-a91a-c76419c71d08, 920, 113, 250, 14, 118, Human, HUMAN, 0
94a732ba-23f0-11e9-a91c-a7bc7bcea87f, 923, 145, 265, 5, 142, Human, HUMAN, 0
94a7336e-23f0-11e9-a91e-4f024755d24f, 927, 452, 550, 0, 120, Human, HUMAN, 0
94a7336e-23f0-11e9-a91e-4f024755d24f, 928, 82, 255, 254, 463, Human, HUMAN, 0
94a7336e-23f0-11e9-a91e-4f024755d24f, 929, 109, 243, 14, 125, Human, HUMAN, 0
94a73472-23f0-11e9-a921-530d7f697b3a, 936, 320, 499, 395, 535, Human, HUMAN, 0
94a73472-23f0-11e9-a921-530d7f697b3a, 937, 345, 508, 251, 423, Human, HUMAN, 0
94a73472-23f0-11e9-a921-530d7f697b3a, 938, 43, 129, 96, 202, Human, HUMAN, 0
94a73472-23f0-11e9-a921-530d7f697b3a, 939, 509, 687, 257, 423, Human, HUMAN, 1
94a734cc-23f0-11e9-a922-fbb7379d5945, 940, 510, 687, 258, 422, Human, HUMAN, 1
94a734cc-23f0-11e9-a922-fbb7379d5945, 941, 350, 524, 249, 404, Human, HUMAN, 0
94a734cc-23f0-11e9-a922-fbb7379d5945, 942, 318, 427, 395, 527, Human, HUMAN, 0
94a73526-23f0-11e9-a923-f73f6ff23fee, 943, 349, 660, 574, 719, Human, HUMAN, 0
94a73526-23f0-11e9-a923-f73f6ff23fee, 944, 522, 600, 0, 174, Human, HUMAN, 0
94a73526-23f0-11e9-a923-f73f6ff23fee, 945, 100, 247, 9, 197, Human, HUMAN, 0
94a73526-23f0-11e9-a923-f73f6ff23fee, 946, 11, 145, 404, 511, Human, HUMAN, 0
94a73580-23f0-11e9-a924-3b95c1401421, 947, 523, 601, 0, 177, Human, HUMAN, 0
94a73580-23f0-11e9-a924-3b95c1401421, 948, 348, 658, 573, 719, Human, HUMAN, 0
94a73580-23f0-11e9-a924-3b95c1401421, 949, 98, 251, 15, 199, Human, HUMAN, 0
94a73580-23f0-11e9-a924-3b95c1401421, 950, 8, 147, 400, 504, Human, HUMAN, 0
94a735d0-23f0-11e9-a925-8390f50eee69, 951, 0, 134, 421, 546, Human, HUMAN, 0
94a735d0-23f0-11e9-a925-8390f50eee69, 952, 43, 185, 348, 472, Human, HUMAN, 0
94a735d0-23f0-11e9-a925-8390f50eee69, 953, 47, 142, 79, 197, Human, HUMAN, 0
94a735d0-23f0-11e9-a925-8390f50eee69, 954, 31, 128, 204, 342, Human, HUMAN, 0
94a735d0-23f0-11e9-a925-8390f50eee69, 955, 508, 630, 0, 211, Human, HUMAN, 0
94a7362a-23f0-11e9-a926-23655b785682, 956, 25, 115, 170, 304, Human, HUMAN, 0
94a7362a-23f0-11e9-a926-23655b785682, 957, 0, 122, 582, 681, Human, HUMAN, 0
94a7362a-23f0-11e9-a926-23655b785682, 958, 33, 206, 346, 472, Human, HUMAN, 0
94a7362a-23f0-11e9-a926-23655b785682, 959, 0, 133, 431, 561, Human, HUMAN, 0
94a7362a-23f0-11e9-a926-23655b785682, 960, 505, 625, 0, 207, Human, HUMAN, 0
94a7362a-23f0-11e9-a926-23655b785682, 961, 48, 135, 78, 205, Human, HUMAN, 0
94a7368e-23f0-11e9-a927-1363532950ab, 962, 502, 623, 0, 201, Human, HUMAN, 0
94a7368e-23f0-11e9-a927-1363532950ab, 963, 0, 136, 437, 572, Human, HUMAN, 0
94a7368e-23f0-11e9-a927-1363532950ab, 964, 32, 190, 347, 473, Human, HUMAN, 0
94a7368e-23f0-11e9-a927-1363532950ab, 965, 44, 143, 77, 205, Human, HUMAN, 0
94a7368e-23f0-11e9-a927-1363532950ab, 966, 26, 126, 170, 346, Human, HUMAN, 0
94a7368e-23f0-11e9-a927-1363532950ab, 967, 32, 89, 593, 694, Human, HUMAN, 0
94a736e8-23f0-11e9-a928-1babec715b0c, 968, 45, 113, 77, 173, Human, HUMAN, 0
94a736e8-23f0-11e9-a928-1babec715b0c, 969, 495, 535, 0, 122, Human, HUMAN, 0
94a736e8-23f0-11e9-a928-1babec715b0c, 970, 35, 65, 612, 676, Human, HUMAN, 0
94a736e8-23f0-11e9-a928-1babec715b0c, 971, 0, 136, 452, 567, Human, HUMAN, 0
94a736e8-23f0-11e9-a928-1babec715b0c, 972, 29, 98, 216, 285, Human, HUMAN, 0
94a736e8-23f0-11e9-a928-1babec715b0c, 973, 528, 618, 0, 192, Human, HUMAN, 0
94a736e8-23f0-11e9-a928-1babec715b0c, 974, 28, 197, 347, 468, Human, HUMAN, 0
94a7374c-23f0-11e9-a929-f776476a7d40, 975, 450, 549, 0, 119, Human, HUMAN, 0
94a7399a-23f0-11e9-a930-ef6e84d66ce3, 985, 349, 507, 318, 498, Human, HUMAN, 0
94a7399a-23f0-11e9-a930-ef6e84d66ce3, 986, 581, 775, 353, 518, Human, HUMAN, 1
94a7399a-23f0-11e9-a930-ef6e84d66ce3, 987, 508, 637, 256, 415, Human, HUMAN, 1
94a739f4-23f0-11e9-a931-db385d6c8bf4, 988, 577, 779, 359, 511, Human, HUMAN, 1
94a739f4-23f0-11e9-a931-db385d6c8bf4, 989, 354, 507, 319, 499, Human, HUMAN, 0
94a739f4-23f0-11e9-a931-db385d6c8bf4, 990, 504, 631, 237, 419, Human, HUMAN, 0
94a73a4e-23f0-11e9-a932-b3cfe30a0c9e, 991, 0, 82, 318, 431, Human, HUMAN, 0
94a73a4e-23f0-11e9-a932-b3cfe30a0c9e, 992, 81, 337, 484, 650, Human, HUMAN, 0
94a73a4e-23f0-11e9-a932-b3cfe30a0c9e, 993, 533, 598, 0, 175, Human, HUMAN, 0
94a73a4e-23f0-11e9-a932-b3cfe30a0c9e, 994, 152, 296, 43, 247, Human, HUMAN, 0
94a73aa8-23f0-11e9-a933-1396c751ddb5, 995, 398, 513, 0, 133, Human, HUMAN, 0
94a73af8-23f0-11e9-a934-47bc4e699322, 996, 420, 510, 0, 133, Human, HUMAN, 0
94a74ad4-23f0-11e9-a965-4b1d9dfd0405, 1044, 0, 135, 522, 609, Human, HUMAN, 0
94a74d72-23f0-11e9-a96d-7fa7b7fe41f6, 1052, 128, 268, 15, 146, Human, HUMAN, 0
94a74ebc-23f0-11e9-a971-53ac4e215910, 1057, 129, 225, 15, 97, Human, HUMAN, 0
94a74ebc-23f0-11e9-a971-53ac4e215910, 1058, 380, 662, 596, 719, Human, HUMAN, 0
94a75074-23f0-11e9-a974-3b41c8324655, 1063, 33, 290, 242, 452, Human, HUMAN, 0
94a75074-23f0-11e9-a974-3b41c8324655, 1064, 146, 310, 14, 213, Human, HUMAN, 0
94a75286-23f0-11e9-a97a-9f65e87008be, 1077, 265, 445, 254, 479, Human, HUMAN, 0
94a75286-23f0-11e9-a97a-9f65e87008be, 1078, 528, 684, 178, 360, Human, HUMAN, 1
94a75286-23f0-11e9-a97a-9f65e87008be, 1079, 51, 175, 132, 225, Human, HUMAN, 0
94a75286-23f0-11e9-a97a-9f65e87008be, 1080, 563, 728, 358, 525, Human, HUMAN, 1
94a752e0-23f0-11e9-a97b-272f8b8efaa6, 1081, 106, 184, 13, 166, Human, HUMAN, 0
94a752e0-23f0-11e9-a97b-272f8b8efaa6, 1082, 227, 449, 388, 541, Human, HUMAN, 0
94a7538a-23f0-11e9-a97d-27578b0fa50d, 1085, 79, 278, 257, 449, Human, HUMAN, 0
94a7538a-23f0-11e9-a97d-27578b0fa50d, 1086, 0, 192, 470, 642, Human, HUMAN, 0
94a7538a-23f0-11e9-a97d-27578b0fa50d, 1087, 494, 599, 0, 140, Human, HUMAN, 0
94a7538a-23f0-11e9-a97d-27578b0fa50d, 1088, 90, 254, 6, 225, Human, HUMAN, 0
94a75df8-23f0-11e9-a99c-b70589e9b3f5, 1121, 186, 399, 346, 485, Human, HUMAN, 0
94a75df8-23f0-11e9-a99c-b70589e9b3f5, 1122, 274, 545, 513, 719, Human, HUMAN, 0
94a76190-23f0-11e9-a9a7-c790f7ea7459, 1134, 327, 564, 512, 652, Human, HUMAN, 0
94a76618-23f0-11e9-a9b5-6b79675cc90c, 1148, 467, 536, 0, 93, Human, HUMAN, 0
94a7680c-23f0-11e9-a9b7-c3f87ade5595, 1150, 33, 212, 239, 411, Human, HUMAN, 0
94a7680c-23f0-11e9-a9b7-c3f87ade5595, 1151, 491, 598, 160, 321, Human, HUMAN, 0
94a7680c-23f0-11e9-a9b7-c3f87ade5595, 1152, 342, 484, 211, 356, Human, HUMAN, 0
94a7680c-23f0-11e9-a9b7-c3f87ade5595, 1153, 513, 634, 313, 491, Human, HUMAN, 1
94a7680c-23f0-11e9-a9b7-c3f87ade5595, 1154, 560, 735, 352, 579, Human, HUMAN, 1
94a76938-23f0-11e9-a9ba-4f066d38c605, 1165, 48, 145, 413, 527, Human, HUMAN, 0
94a76938-23f0-11e9-a9ba-4f066d38c605, 1166, 47, 261, 359, 474, Human, HUMAN, 0
94a76938-23f0-11e9-a9ba-4f066d38c605, 1167, 36, 215, 69, 267, Human, HUMAN, 0
94a76938-23f0-11e9-a9ba-4f066d38c605, 1168, 495, 597, 0, 197, Human, HUMAN, 1
94a76938-23f0-11e9-a9ba-4f066d38c605, 1169, 450, 523, 0, 153, Human, HUMAN, 0
94a76938-23f0-11e9-a9ba-4f066d38c605, 1170, 384, 554, 661, 719, Human, HUMAN, 0
94a76992-23f0-11e9-a9bb-2fb8c34f7ca7, 1171, 420, 514, 0, 132, Human, HUMAN, 0
94a76992-23f0-11e9-a9bb-2fb8c34f7ca7, 1172, 388, 590, 430, 606, Human, HUMAN, 0
94a77428-23f0-11e9-a9d8-63516ffe7197, 1202, 135, 310, 32, 203, Human, HUMAN, 0
94a77a2c-23f0-11e9-a9e2-7bb365bd259b, 1212, 28, 131, 556, 655, Human, HUMAN, 0
94a77f5e-23f0-11e9-a9f2-b7aa498cd10d, 1228, 142, 223, 15, 78, Human, HUMAN, 0
94a780f8-23f0-11e9-a9f7-9f964dc9dda3, 1233, 51, 155, 51, 161, Human, HUMAN, 0
94a780f8-23f0-11e9-a9f7-9f964dc9dda3, 1234, 448, 609, 99, 274, Human, HUMAN, 0
94a780f8-23f0-11e9-a9f7-9f964dc9dda3, 1235, 0, 88, 415, 534, Human, HUMAN, 0
94a780f8-23f0-11e9-a9f7-9f964dc9dda3, 1236, 0, 213, 318, 494, Human, HUMAN, 0
94a781b6-23f0-11e9-a9f9-9f76295a9c51, 1242, 0, 91, 394, 522, Human, HUMAN, 0
94a781b6-23f0-11e9-a9f9-9f76295a9c51, 1243, 472, 572, 114, 275, Human, HUMAN, 1
94a781b6-23f0-11e9-a9f9-9f76295a9c51, 1244, 49, 159, 51, 191, Human, HUMAN, 0
94a781b6-23f0-11e9-a9f9-9f76295a9c51, 1245, 4, 211, 287, 494, Human, HUMAN, 0
94a78206-23f0-11e9-a9fa-433aedbec09a, 1246, 0, 119, 441, 581, Human, HUMAN, 0
94a78206-23f0-11e9-a9fa-433aedbec09a, 1247, 474, 622, 68, 271, Human, HUMAN, 1
94a78206-23f0-11e9-a9fa-433aedbec09a, 1248, 82, 251, 63, 276, Human, HUMAN, 0
94a78260-23f0-11e9-a9fb-c77fc6b0fa08, 1249, 476, 633, 62, 272, Human, HUMAN, 1
94a78260-23f0-11e9-a9fb-c77fc6b0fa08, 1250, 450, 559, 0, 146, Human, HUMAN, 0
94a78260-23f0-11e9-a9fb-c77fc6b0fa08, 1251, 81, 249, 62, 270, Human, HUMAN, 0
94a78260-23f0-11e9-a9fb-c77fc6b0fa08, 1252, 0, 133, 453, 578, Human, HUMAN, 0
94a78314-23f0-11e9-a9fd-5b575f99b72d, 1256, 451, 546, 0, 122, Human, HUMAN, 0
94a784b8-23f0-11e9-aa02-9fc808c18590, 1261, 0, 117, 216, 365, Human, HUMAN, 0
94a78846-23f0-11e9-aa0d-3778d66e387c, 1272, 296, 486, 283, 528, Human, HUMAN, 0
94a79066-23f0-11e9-aa26-ffe277f838f4, 1297, 42, 146, 203, 295, Human, HUMAN, 0
94a79890-23f0-11e9-aa3b-b3b4725a48eb, 1318, 462, 522, 0, 45, Human, HUMAN, 0
94a7993a-23f0-11e9-aa3d-bb5347ec4c0d, 1320, 462, 489, 0, 77, Human, HUMAN, 0
94a7998a-23f0-11e9-aa3e-130d5f9c53ba, 1321, 407, 487, 0, 76, Human, HUMAN, 0
94a799e4-23f0-11e9-aa3f-b3647d5b93a0, 1322, 72, 149, 27, 116, Human, HUMAN, 0
94a79a34-23f0-11e9-aa40-a7cce7dfc9b3, 1323, 503, 667, 171, 359, Human, HUMAN, 1
94a79a34-23f0-11e9-aa40-a7cce7dfc9b3, 1324, 495, 636, 332, 482, Human, HUMAN, 1
94a79a34-23f0-11e9-aa40-a7cce7dfc9b3, 1325, 523, 689, 403, 571, Human, HUMAN, 1
94a79a34-23f0-11e9-aa40-a7cce7dfc9b3, 1326, 434, 521, 279, 405, Human, HUMAN, 0
94a79a8e-23f0-11e9-aa41-536fe50d6bc5, 1327, 433, 531, 282, 418, Human, HUMAN, 0
94a79a8e-23f0-11e9-aa41-536fe50d6bc5, 1328, 501, 665, 170, 346, Human, HUMAN, 1
94a79a8e-23f0-11e9-aa41-536fe50d6bc5, 1329, 492, 616, 333, 480, Human, HUMAN, 1
94a79a8e-23f0-11e9-aa41-536fe50d6bc5, 1330, 521, 686, 400, 567, Human, HUMAN, 1
94a79a8e-23f0-11e9-aa41-536fe50d6bc5, 1331, 0, 127, 457, 579, Human, HUMAN, 0
94a79a8e-23f0-11e9-aa41-536fe50d6bc5, 1332, 48, 154, 62, 200, Human, HUMAN, 0
94a79af2-23f0-11e9-aa42-8f4d5a73af7d, 1333, 445, 530, 0, 145, Human, HUMAN, 0
94a80028-23f0-11e9-ab5e-c787d58adac2, 1670, 396, 481, 0, 133, Human, HUMAN, 0
94a8017c-23f0-11e9-ab62-630f9488eef2, 1674, 494, 660, 308, 602, Human, HUMAN, 0
94a8017c-23f0-11e9-ab62-630f9488eef2, 1675, 474, 648, 143, 301, Human, HUMAN, 0
94a8017c-23f0-11e9-ab62-630f9488eef2, 1676, 496, 613, 293, 449, Human, HUMAN, 0
94a801cc-23f0-11e9-ab63-8f2dc9447523, 1677, 477, 646, 149, 312, Human, HUMAN, 0
94a801cc-23f0-11e9-ab63-8f2dc9447523, 1678, 493, 655, 308, 607, Human, HUMAN, 0
94a80280-23f0-11e9-ab65-2f386c9e405e, 1683, 512, 596, 0, 166, Human, HUMAN, 0
94a80280-23f0-11e9-ab65-2f386c9e405e, 1684, 408, 618, 313, 496, Human, HUMAN, 0
94a80280-23f0-11e9-ab65-2f386c9e405e, 1685, 183, 354, 248, 437, Human, HUMAN, 0
94a80280-23f0-11e9-ab65-2f386c9e405e, 1686, 207, 311, 16, 200, Human, HUMAN, 0
94a80280-23f0-11e9-ab65-2f386c9e405e, 1687, 58, 146, 34, 189, Human, HUMAN, 0
94a80280-23f0-11e9-ab65-2f386c9e405e, 1688, 0, 152, 232, 414, Human, HUMAN, 0
94a80334-23f0-11e9-ab67-df52739c5f65, 1694, 58, 147, 66, 191, Human, HUMAN, 0
94a80334-23f0-11e9-ab67-df52739c5f65, 1695, 44, 84, 200, 284, Human, HUMAN, 0
94a80334-23f0-11e9-ab67-df52739c5f65, 1696, 208, 312, 16, 204, Human, HUMAN, 0
94a80334-23f0-11e9-ab67-df52739c5f65, 1697, 173, 316, 263, 448, Human, HUMAN, 0
94a80334-23f0-11e9-ab67-df52739c5f65, 1698, 514, 595, 0, 165, Human, HUMAN, 0
94a803f2-23f0-11e9-ab69-d31ceb9c4977, 1705, 0, 185, 321, 470, Human, HUMAN, 0
94a803f2-23f0-11e9-ab69-d31ceb9c4977, 1706, 526, 596, 0, 165, Human, HUMAN, 0
94a803f2-23f0-11e9-ab69-d31ceb9c4977, 1707, 195, 309, 1, 217, Human, HUMAN, 0
94a8044c-23f0-11e9-ab6a-6fd5b8a9e457, 1708, 433, 528, 0, 135, Human, HUMAN, 0
94a808ca-23f0-11e9-ab71-ef0a7549bac2, 1715, 0, 149, 257, 395, Human, HUMAN, 0
94a8113a-23f0-11e9-ab8b-83257fad6f06, 1741, 29, 125, 580, 667, Human, HUMAN, 0
94a81194-23f0-11e9-ab8c-af4df7eb06eb, 1742, 26, 248, 349, 460, Human, HUMAN, 0
94a816c6-23f0-11e9-ab9c-0bc69674c9e5, 1758, 404, 503, 0, 137, Human, HUMAN, 0
94a816c6-23f0-11e9-ab9c-0bc69674c9e5, 1759, 0, 194, 363, 503, Human, HUMAN, 0
94a8181a-23f0-11e9-aba0-531278183855, 1766, 256, 420, 92, 306, Human, HUMAN, 0
94a81a72-23f0-11e9-aba7-d735c76efcce, 1776, 413, 497, 0, 110, Human, HUMAN, 0
94a81ac2-23f0-11e9-aba8-ff513831adbf, 1777, 452, 506, 0, 118, Human, HUMAN, 0
94a81efa-23f0-11e9-abb5-f7742bd3f9a7, 1790, 9, 185, 330, 480, Human, HUMAN, 0
94a829ae-23f0-11e9-abcf-07269cc17e69, 1816, 0, 74, 274, 438, Human, HUMAN, 0
94a82d8c-23f0-11e9-abdb-3bdb0270e51c, 1828, 135, 255, 15, 110, Human, HUMAN, 0
94a82f30-23f0-11e9-abe0-a389e6f137cd, 1833, 450, 532, 0, 111, Human, HUMAN, 0
94a83d22-23f0-11e9-ac0b-cbb4c2e021d7, 1876, 445, 517, 0, 93, Human, HUMAN, 0
94a83e6c-23f0-11e9-ac0f-fffcee43ad16, 1880, 442, 518, 0, 93, Human, HUMAN, 0
94a83e6c-23f0-11e9-ac0f-fffcee43ad16, 1881, 220, 386, 351, 473, Human, HUMAN, 0
94a83e6c-23f0-11e9-ac0f-fffcee43ad16, 1882, 154, 247, 330, 471, Human, HUMAN, 0
94a83ec6-23f0-11e9-ac10-dbd7ecfcceff, 1883, 196, 376, 327, 471, Human, HUMAN, 0
94a84484-23f0-11e9-ac1f-eb1334dc6726, 1898, 429, 552, 0, 122, Human, HUMAN, 0
94a84628-23f0-11e9-ac24-e3ffadb9d6b3, 1905, 535, 644, 199, 352, Human, HUMAN, 1
94a84628-23f0-11e9-ac24-e3ffadb9d6b3, 1906, 342, 497, 229, 439, Human, HUMAN, 0
94a84628-23f0-11e9-ac24-e3ffadb9d6b3, 1907, 495, 645, 339, 501, Human, HUMAN, 1
94a84682-23f0-11e9-ac25-d3864dcfaa5c, 1908, 535, 647, 198, 358, Human, HUMAN, 1
94a84682-23f0-11e9-ac25-d3864dcfaa5c, 1909, 496, 668, 337, 495, Human, HUMAN, 1
94a84682-23f0-11e9-ac25-d3864dcfaa5c, 1910, 337, 460, 225, 409, Human, HUMAN, 0
94a846dc-23f0-11e9-ac26-d37636405f60, 1911, 254, 420, 302, 478, Human, HUMAN, 0
94a846dc-23f0-11e9-ac26-d37636405f60, 1912, 93, 253, 23, 213, Human, HUMAN, 0
94a846dc-23f0-11e9-ac26-d37636405f60, 1913, 482, 591, 0, 162, Human, HUMAN, 0
94a8483a-23f0-11e9-ac2a-83a62f4982c6, 1926, 107, 249, 25, 217, Human, HUMAN, 0
94a8483a-23f0-11e9-ac2a-83a62f4982c6, 1927, 0, 116, 357, 473, Human, HUMAN, 0
94a8483a-23f0-11e9-ac2a-83a62f4982c6, 1928, 196, 332, 233, 432, Human, HUMAN, 0
94a8483a-23f0-11e9-ac2a-83a62f4982c6, 1929, 469, 594, 0, 156, Human, HUMAN, 0
94a8483a-23f0-11e9-ac2a-83a62f4982c6, 1930, 69, 292, 321, 477, Human, HUMAN, 0
94a848f8-23f0-11e9-ac2c-07e105ad9d92, 1934, 403, 520, 0, 156, Human, HUMAN, 0
94a84a42-23f0-11e9-ac30-33666b43f468, 1938, 444, 534, 0, 145, Human, HUMAN, 0
94a8515e-23f0-11e9-ac46-fbbbd9694368, 1961, 0, 136, 436, 544, Human, HUMAN, 0
94a8515e-23f0-11e9-ac46-fbbbd9694368, 1962, 310, 420, 54, 293, Human, HUMAN, 0
94a85d48-23f0-11e9-ac5f-1f18a71a9826, 1988, 444, 535, 0, 77, Human, HUMAN, 0
94a85eec-23f0-11e9-ac64-ff7ab34e54d6, 1994, 510, 629, 129, 321, Human, HUMAN, 0
94a85eec-23f0-11e9-ac64-ff7ab34e54d6, 1995, 565, 710, 303, 529, Human, HUMAN, 1
94a85eec-23f0-11e9-ac64-ff7ab34e54d6, 1996, 399, 567, 359, 452, Human, HUMAN, 0
94a85f46-23f0-11e9-ac65-b3a10fad782d, 1997, 506, 627, 127, 332, Human, HUMAN, 0
94a85f46-23f0-11e9-ac65-b3a10fad782d, 1998, 387, 568, 351, 456, Human, HUMAN, 0
94a85f46-23f0-11e9-ac65-b3a10fad782d, 1999, 558, 707, 308, 545, Human, HUMAN, 1
94a85ff0-23f0-11e9-ac67-3faeb6918dde, 2003, 104, 277, 14, 238, Human, HUMAN, 0
94a85ff0-23f0-11e9-ac67-3faeb6918dde, 2004, 0, 240, 481, 621, Human, HUMAN, 0
94a85ff0-23f0-11e9-ac67-3faeb6918dde, 2005, 458, 557, 0, 162, Human, HUMAN, 0
94a8604a-23f0-11e9-ac68-2fb0e2b0452b, 2006, 456, 558, 0, 162, Human, HUMAN, 0
94a8604a-23f0-11e9-ac68-2fb0e2b0452b, 2007, 132, 279, 15, 236, Human, HUMAN, 0
94a860f4-23f0-11e9-ac6a-cf1514be8cc2, 2010, 438, 557, 0, 109, Human, HUMAN, 0
94a870a8-23f0-11e9-ac97-fb0a422988a3, 2056, 42, 139, 132, 256, Human, HUMAN, 0
94a87396-23f0-11e9-aca0-3353889de515, 2066, 432, 584, 136, 350, Human, HUMAN, 0
94a87396-23f0-11e9-aca0-3353889de515, 2067, 564, 679, 294, 521, Human, HUMAN, 1
94a873f0-23f0-11e9-aca1-c3108eff62d5, 2068, 434, 584, 137, 351, Human, HUMAN, 0
94a873f0-23f0-11e9-aca1-c3108eff62d5, 2069, 566, 680, 294, 503, Human, HUMAN, 1
94a87792-23f0-11e9-acac-c3c80948b2d4, 2081, 342, 505, 210, 437, Human, HUMAN, 0
94a8884a-23f0-11e9-acdb-672a203b4970, 2128, 120, 253, 17, 127, Human, HUMAN, 0
94a8884a-23f0-11e9-acdb-672a203b4970, 2129, 0, 136, 420, 536, Human, HUMAN, 0
94a889b2-23f0-11e9-acdd-8fd054d1eb2f, 2135, 59, 243, 251, 461, Human, HUMAN, 0
94a889b2-23f0-11e9-acdd-8fd054d1eb2f, 2136, 148, 264, 16, 114, Human, HUMAN, 0
94a88a16-23f0-11e9-acde-a39dc69580c2, 2137, 152, 263, 15, 117, Human, HUMAN, 0
94a88a16-23f0-11e9-acde-a39dc69580c2, 2138, 59, 241, 256, 460, Human, HUMAN, 0
94a88a70-23f0-11e9-acdf-0795ba3b6d7b, 2139, 57, 240, 255, 462, Human, HUMAN, 0
94a88a70-23f0-11e9-acdf-0795ba3b6d7b, 2140, 142, 263, 15, 117, Human, HUMAN, 0
94a88aca-23f0-11e9-ace0-2fe5082a10fd, 2141, 445, 605, 203, 416, Human, HUMAN, 0
94a88aca-23f0-11e9-ace0-2fe5082a10fd, 2142, 573, 719, 298, 599, Human, HUMAN, 1
94a88aca-23f0-11e9-ace0-2fe5082a10fd, 2143, 337, 499, 222, 445, Human, HUMAN, 0
94a88b1a-23f0-11e9-ace1-2b5b058105a8, 2144, 563, 740, 307, 548, Human, HUMAN, 1
94a88b1a-23f0-11e9-ace1-2b5b058105a8, 2145, 428, 584, 211, 424, Human, HUMAN, 0
94a88b1a-23f0-11e9-ace1-2b5b058105a8, 2146, 305, 495, 235, 435, Human, HUMAN, 0
94a88c78-23f0-11e9-ace5-0733f404c077, 2156, 425, 563, 165, 337, Human, HUMAN, 0
94a88c78-23f0-11e9-ace5-0733f404c077, 2157, 441, 568, 0, 170, Human, HUMAN, 0
94a88d22-23f0-11e9-ace7-dbfaa8a4356c, 2159, 455, 555, 0, 107, Human, HUMAN, 0
94a89a1a-23f0-11e9-ad0f-3b448d5b5d53, 2199, 78, 162, 123, 248, Human, HUMAN, 0
94a8bd38-23f0-11e9-ad78-e383076d074b, 2328, 53, 176, 591, 683, Human, HUMAN, 0
94a8c170-23f0-11e9-ad85-33634df6ecc1, 2341, 384, 662, 604, 719, Human, HUMAN, 0
94a8c314-23f0-11e9-ad8a-8728f2594c1d, 2346, 401, 504, 0, 57, Human, HUMAN, 0
94a8c3be-23f0-11e9-ad8c-77ab1dc48131, 2348, 396, 473, 13, 170, Human, HUMAN, 0
94a8c40e-23f0-11e9-ad8d-af5b99bc8fad, 2349, 162, 350, 95, 216, Human, HUMAN, 0
94a8c40e-23f0-11e9-ad8d-af5b99bc8fad, 2351, 400, 610, 245, 422, Human, HUMAN, 0
