img_id,bbox_id,x_min,x_max,y_min,y_max,label_l1,label_l2,label
94a71fbe-23f0-11e9-a8e4-b7ee79f8f5bf, 864, 470, 531, 0, 150, Human, HUMAN, 0
94a72068-23f0-11e9-a8e6-e3f15f8a6dd5, 866, 346, 500, 61, 261, Human, HUMAN, 0
94a720b8-23f0-11e9-a8e7-3b83f79441b5, 867, 341, 501, 68, 269, Human, HUMAN, 0
94a72bbc-23f0-11e9-a909-53c2ff78b529, 901, 69, 157, 134, 225, Human, HUMAN, 0
94a72c0c-23f0-11e9-a90a-c3f511ba28a4, 902, 69, 157, 134, 198, Human, HUMAN, 0
94a72c5c-23f0-11e9-a90b-db86ccd33bfc, 903, 69, 156, 134, 217, Human, HUMAN, 0
94a72e50-23f0-11e9-a911-376568d10c4d, 909, 211, 303, 638, 719, Human, HUMAN, 0
94a72ea0-23f0-11e9-a912-ff12935e012b, 910, 208, 292, 638, 719, Human, HUMAN, 0
94a72fc2-23f0-11e9-a913-4f690c554568, 911, 208, 279, 640, 719, Human, HUMAN, 0
94a730c6-23f0-11e9-a916-7b1509e91096, 914, 549, 587, 0, 118, Human, HUMAN, 0
94a731c0-23f0-11e9-a919-0b4e08b3cda8, 917, 124, 249, 15, 118, Human, HUMAN, 0
94a731c0-23f0-11e9-a919-0b4e08b3cda8, 918, 0, 100, 300, 431, Human, HUMAN, 0
94a7321a-23f0-11e9-a91a-c76419c71d08, 919, 0, 102, 305, 405, Human, HUMAN, 0
94a7321a-23f0-11e9-a91a-c76419c71d08, 920, 113, 250, 14, 118, Human, HUMAN, 0
94a7326a-23f0-11e9-a91b-6bc551725746, 921, 116, 250, 16, 118, Human, HUMAN, 0
94a7326a-23f0-11e9-a91b-6bc551725746, 922, 0, 104, 294, 480, Human, HUMAN, 0
94a732ba-23f0-11e9-a91c-a7bc7bcea87f, 923, 145, 265, 5, 142, Human, HUMAN, 0
94a73314-23f0-11e9-a91d-c72a179ed9d4, 925, 49, 190, 260, 382, Human, HUMAN, 0
94a73314-23f0-11e9-a91d-c72a179ed9d4, 926, 123, 239, 17, 114, Human, HUMAN, 0
94a7336e-23f0-11e9-a91e-4f024755d24f, 927, 452, 550, 0, 120, Human, HUMAN, 0
94a7336e-23f0-11e9-a91e-4f024755d24f, 928, 82, 255, 254, 463, Human, HUMAN, 0
94a7336e-23f0-11e9-a91e-4f024755d24f, 929, 109, 243, 14, 125, Human, HUMAN, 0
94a733be-23f0-11e9-a91f-f7f04dacebe0, 930, 90, 254, 248, 464, Human, HUMAN, 0
94a733be-23f0-11e9-a91f-f7f04dacebe0, 931, 107, 243, 13, 122, Human, HUMAN, 0
94a733be-23f0-11e9-a91f-f7f04dacebe0, 932, 451, 548, 0, 118, Human, HUMAN, 0
94a73418-23f0-11e9-a920-6f667d96ba21, 933, 94, 242, 256, 448, Human, HUMAN, 0
94a73418-23f0-11e9-a920-6f667d96ba21, 934, 449, 539, 0, 119, Human, HUMAN, 0
94a73418-23f0-11e9-a920-6f667d96ba21, 935, 107, 242, 14, 123, Human, HUMAN, 0
94a73472-23f0-11e9-a921-530d7f697b3a, 936, 320, 499, 395, 535, Human, HUMAN, 0
94a73472-23f0-11e9-a921-530d7f697b3a, 937, 345, 508, 251, 423, Human, HUMAN, 0
94a73472-23f0-11e9-a921-530d7f697b3a, 938, 43, 129, 96, 202, Human, HUMAN, 0
94a73472-23f0-11e9-a921-530d7f697b3a, 939, 509, 687, 257, 423, Human, HUMAN, 1
94a734cc-23f0-11e9-a922-fbb7379d5945, 940, 510, 687, 258, 422, Human, HUMAN, 1
94a734cc-23f0-11e9-a922-fbb7379d5945, 941, 350, 524, 249, 404, Human, HUMAN, 0
94a734cc-23f0-11e9-a922-fbb7379d5945, 942, 318, 427, 395, 527, Human, HUMAN, 0
94a73526-23f0-11e9-a923-f73f6ff23fee, 943, 349, 660, 574, 719, Human, HUMAN, 0
94a73526-23f0-11e9-a923-f73f6ff23fee, 944, 522, 600, 0, 174, Human, HUMAN, 0
94a73526-23f0-11e9-a923-f73f6ff23fee, 945, 100, 247, 9, 197, Human, HUMAN, 0
94a73526-23f0-11e9-a923-f73f6ff23fee, 946, 11, 145, 404, 511, Human, HUMAN, 0
94a73580-23f0-11e9-a924-3b95c1401421, 947, 523, 601, 0, 177, Human, HUMAN, 0
94a73580-23f0-11e9-a924-3b95c1401421, 948, 348, 658, 573, 719, Human, HUMAN, 0
94a73580-23f0-11e9-a924-3b95c1401421, 949, 98, 251, 15, 199, Human, HUMAN, 0
94a73580-23f0-11e9-a924-3b95c1401421, 950, 8, 147, 400, 504, Human, HUMAN, 0
94a735d0-23f0-11e9-a925-8390f50eee69, 951, 0, 134, 421, 546, Human, HUMAN, 0
94a735d0-23f0-11e9-a925-8390f50eee69, 952, 43, 185, 348, 472, Human, HUMAN, 0
94a735d0-23f0-11e9-a925-8390f50eee69, 953, 47, 142, 79, 197, Human, HUMAN, 0
94a735d0-23f0-11e9-a925-8390f50eee69, 954, 31, 128, 204, 342, Human, HUMAN, 0
94a735d0-23f0-11e9-a925-8390f50eee69, 955, 508, 630, 0, 211, Human, HUMAN, 0
94a7362a-23f0-11e9-a926-23655b785682, 956, 25, 115, 170, 304, Human, HUMAN, 0
94a7362a-23f0-11e9-a926-23655b785682, 957, 0, 122, 582, 681, Human, HUMAN, 0
94a7362a-23f0-11e9-a926-23655b785682, 958, 33, 206, 346, 472, Human, HUMAN, 0
94a7362a-23f0-11e9-a926-23655b785682, 959, 0, 133, 431, 561, Human, HUMAN, 0
94a7362a-23f0-11e9-a926-23655b785682, 960, 505, 625, 0, 207, Human, HUMAN, 0
94a7362a-23f0-11e9-a926-23655b785682, 961, 48, 135, 78, 205, Human, HUMAN, 0
94a7368e-23f0-11e9-a927-1363532950ab, 962, 502, 623, 0, 201, Human, HUMAN, 0
94a7368e-23f0-11e9-a927-1363532950ab, 963, 0, 136, 437, 572, Human, HUMAN, 0
94a7368e-23f0-11e9-a927-1363532950ab, 964, 32, 190, 347, 473, Human, HUMAN, 0
94a7368e-23f0-11e9-a927-1363532950ab, 965, 44, 143, 77, 205, Human, HUMAN, 0
94a7368e-23f0-11e9-a927-1363532950ab, 966, 26, 126, 170, 346, Human, HUMAN, 0
94a7368e-23f0-11e9-a927-1363532950ab, 967, 32, 89, 593, 694, Human, HUMAN, 0
94a736e8-23f0-11e9-a928-1babec715b0c, 968, 45, 113, 77, 173, Human, HUMAN, 0
94a736e8-23f0-11e9-a928-1babec715b0c, 969, 495, 535, 0, 122, Human, HUMAN, 0
94a736e8-23f0-11e9-a928-1babec715b0c, 970, 35, 65, 612, 676, Human, HUMAN, 0
94a736e8-23f0-11e9-a928-1babec715b0c, 971, 0, 136, 452, 567, Human, HUMAN, 0
94a736e8-23f0-11e9-a928-1babec715b0c, 972, 29, 98, 216, 285, Human, HUMAN, 0
94a736e8-23f0-11e9-a928-1babec715b0c, 973, 528, 618, 0, 192, Human, HUMAN, 0
94a736e8-23f0-11e9-a928-1babec715b0c, 974, 28, 197, 347, 468, Human, HUMAN, 0
94a7374c-23f0-11e9-a929-f776476a7d40, 975, 450, 549, 0, 119, Human, HUMAN, 0
94a737a6-23f0-11e9-a92a-8725cb8bd373, 976, 448, 549, 0, 119, Human, HUMAN, 0
94a737f6-23f0-11e9-a92b-4b10d029f943, 977, 511, 568, 0, 84, Human, HUMAN, 0
94a73846-23f0-11e9-a92c-1b3b972e0a65, 978, 506, 570, 0, 79, Human, HUMAN, 0
94a738a0-23f0-11e9-a92d-1fbb6cee2257, 979, 511, 569, 0, 88, Human, HUMAN, 0
94a738f0-23f0-11e9-a92e-dffd7998386b, 980, 154, 293, 171, 408, Human, HUMAN, 0
94a738f0-23f0-11e9-a92e-dffd7998386b, 981, 74, 144, 15, 113, Human, HUMAN, 0
94a738f0-23f0-11e9-a92e-dffd7998386b, 982, 496, 561, 0, 87, Human, HUMAN, 0
94a7394a-23f0-11e9-a92f-0329568cf271, 983, 494, 560, 0, 87, Human, HUMAN, 0
94a7394a-23f0-11e9-a92f-0329568cf271, 984, 152, 288, 165, 396, Human, HUMAN, 0
94a7399a-23f0-11e9-a930-ef6e84d66ce3, 985, 349, 507, 318, 498, Human, HUMAN, 0
94a7399a-23f0-11e9-a930-ef6e84d66ce3, 986, 581, 775, 353, 518, Human, HUMAN, 1
94a7399a-23f0-11e9-a930-ef6e84d66ce3, 987, 508, 637, 256, 415, Human, HUMAN, 0
94a739f4-23f0-11e9-a931-db385d6c8bf4, 988, 577, 779, 359, 511, Human, HUMAN, 1
94a739f4-23f0-11e9-a931-db385d6c8bf4, 989, 354, 507, 319, 499, Human, HUMAN, 0
94a739f4-23f0-11e9-a931-db385d6c8bf4, 990, 504, 631, 237, 419, Human, HUMAN, 0
94a73a4e-23f0-11e9-a932-b3cfe30a0c9e, 991, 0, 82, 318, 431, Human, HUMAN, 0
94a73a4e-23f0-11e9-a932-b3cfe30a0c9e, 992, 81, 337, 484, 650, Human, HUMAN, 0
94a73a4e-23f0-11e9-a932-b3cfe30a0c9e, 993, 533, 598, 0, 175, Human, HUMAN, 0
94a73a4e-23f0-11e9-a932-b3cfe30a0c9e, 994, 152, 296, 43, 247, Human, HUMAN, 0
94a73aa8-23f0-11e9-a933-1396c751ddb5, 995, 398, 513, 0, 133, Human, HUMAN, 0
94a73af8-23f0-11e9-a934-47bc4e699322, 996, 420, 510, 0, 133, Human, HUMAN, 0
94a73b48-23f0-11e9-a935-5b47fe0d5fd9, 997, 422, 510, 0, 132, Human, HUMAN, 0
94a73ba2-23f0-11e9-a936-6bc9461cb0ce, 998, 401, 513, 0, 143, Human, HUMAN, 0
94a73bf2-23f0-11e9-a937-c30a32b6d6fd, 999, 390, 510, 0, 149, Human, HUMAN, 0
94a74ad4-23f0-11e9-a965-4b1d9dfd0405, 1044, 0, 135, 522, 609, Human, HUMAN, 0
94a74d72-23f0-11e9-a96d-7fa7b7fe41f6, 1052, 128, 268, 15, 146, Human, HUMAN, 0
94a74dc2-23f0-11e9-a96e-1f809620f70a, 1053, 134, 266, 15, 145, Human, HUMAN, 0
94a74e12-23f0-11e9-a96f-4bd199864621, 1054, 135, 267, 12, 144, Human, HUMAN, 0
94a74e62-23f0-11e9-a970-07accb4ea06c, 1055, 373, 663, 595, 719, Human, HUMAN, 0
94a74e62-23f0-11e9-a970-07accb4ea06c, 1056, 126, 267, 15, 145, Human, HUMAN, 0
94a74ebc-23f0-11e9-a971-53ac4e215910, 1057, 129, 225, 15, 97, Human, HUMAN, 0
94a74ebc-23f0-11e9-a971-53ac4e215910, 1058, 380, 662, 596, 719, Human, HUMAN, 0
94a74f0c-23f0-11e9-a972-6b1e30e9fee4, 1059, 130, 267, 16, 145, Human, HUMAN, 0
94a74f0c-23f0-11e9-a972-6b1e30e9fee4, 1060, 381, 663, 597, 719, Human, HUMAN, 0
94a74f5c-23f0-11e9-a973-d79ea49af4d3, 1061, 462, 663, 597, 719, Human, HUMAN, 0
94a74f5c-23f0-11e9-a973-d79ea49af4d3, 1062, 127, 270, 15, 149, Human, HUMAN, 0
94a75074-23f0-11e9-a974-3b41c8324655, 1063, 33, 290, 242, 452, Human, HUMAN, 0
94a75074-23f0-11e9-a974-3b41c8324655, 1064, 146, 310, 14, 213, Human, HUMAN, 0
94a750d8-23f0-11e9-a975-afde48859175, 1065, 145, 311, 15, 216, Human, HUMAN, 0
94a750d8-23f0-11e9-a975-afde48859175, 1066, 33, 291, 247, 446, Human, HUMAN, 0
94a75132-23f0-11e9-a976-47db422ae4b8, 1067, 27, 277, 238, 439, Human, HUMAN, 0
94a75132-23f0-11e9-a976-47db422ae4b8, 1068, 152, 311, 15, 217, Human, HUMAN, 0
94a75182-23f0-11e9-a977-d7062adbfb19, 1070, 28, 272, 244, 437, Human, HUMAN, 0
94a75182-23f0-11e9-a977-d7062adbfb19, 1071, 158, 309, 15, 224, Human, HUMAN, 0
94a751dc-23f0-11e9-a978-4f83330585ea, 1072, 25, 262, 243, 431, Human, HUMAN, 0
94a751dc-23f0-11e9-a978-4f83330585ea, 1073, 164, 304, 24, 225, Human, HUMAN, 0
94a75236-23f0-11e9-a979-77fe0d4e87aa, 1074, 168, 312, 14, 227, Human, HUMAN, 0
94a75236-23f0-11e9-a979-77fe0d4e87aa, 1076, 23, 257, 241, 429, Human, HUMAN, 0
94a75286-23f0-11e9-a97a-9f65e87008be, 1077, 265, 445, 254, 479, Human, HUMAN, 0
94a75286-23f0-11e9-a97a-9f65e87008be, 1078, 528, 684, 178, 360, Human, HUMAN, 1
94a75286-23f0-11e9-a97a-9f65e87008be, 1079, 51, 175, 132, 225, Human, HUMAN, 0
94a75286-23f0-11e9-a97a-9f65e87008be, 1080, 563, 728, 358, 525, Human, HUMAN, 1
94a752e0-23f0-11e9-a97b-272f8b8efaa6, 1081, 106, 184, 13, 166, Human, HUMAN, 0
94a752e0-23f0-11e9-a97b-272f8b8efaa6, 1082, 227, 449, 388, 541, Human, HUMAN, 0
94a7533a-23f0-11e9-a97c-e7fbf80fd3e7, 1083, 183, 433, 386, 529, Human, HUMAN, 0
94a7533a-23f0-11e9-a97c-e7fbf80fd3e7, 1084, 107, 220, 1, 145, Human, HUMAN, 0
94a7538a-23f0-11e9-a97d-27578b0fa50d, 1085, 79, 278, 257, 449, Human, HUMAN, 0
94a7538a-23f0-11e9-a97d-27578b0fa50d, 1086, 0, 192, 470, 642, Human, HUMAN, 0
94a7538a-23f0-11e9-a97d-27578b0fa50d, 1087, 494, 599, 0, 140, Human, HUMAN, 0
94a7538a-23f0-11e9-a97d-27578b0fa50d, 1088, 90, 254, 6, 225, Human, HUMAN, 0
94a75448-23f0-11e9-a97f-e399be03fc06, 1089, 0, 185, 486, 638, Human, HUMAN, 0
94a75448-23f0-11e9-a97f-e399be03fc06, 1090, 88, 276, 260, 440, Human, HUMAN, 0
94a75448-23f0-11e9-a97f-e399be03fc06, 1091, 489, 605, 0, 140, Human, HUMAN, 0
94a75448-23f0-11e9-a97f-e399be03fc06, 1092, 93, 251, 12, 218, Human, HUMAN, 0
94a75498-23f0-11e9-a980-2bac2e21f098, 1093, 436, 535, 0, 136, Human, HUMAN, 0
94a754f2-23f0-11e9-a981-2b9066713f3f, 1094, 437, 530, 0, 135, Human, HUMAN, 0
94a7554c-23f0-11e9-a982-63a5825b3ac6, 1095, 432, 510, 0, 146, Human, HUMAN, 0
94a7559c-23f0-11e9-a983-cf0ca6d32ac1, 1096, 432, 507, 0, 148, Human, HUMAN, 0
94a755f6-23f0-11e9-a984-7f39cd1c0bd9, 1097, 421, 514, 0, 148, Human, HUMAN, 0
94a75df8-23f0-11e9-a99c-b70589e9b3f5, 1121, 186, 399, 346, 485, Human, HUMAN, 0
94a75df8-23f0-11e9-a99c-b70589e9b3f5, 1122, 274, 545, 513, 719, Human, HUMAN, 0
94a75e48-23f0-11e9-a99d-2f9335343877, 1123, 279, 548, 511, 719, Human, HUMAN, 0
94a75e48-23f0-11e9-a99d-2f9335343877, 1124, 186, 399, 345, 485, Human, HUMAN, 0
94a76190-23f0-11e9-a9a7-c790f7ea7459, 1134, 327, 564, 512, 652, Human, HUMAN, 0
94a761e0-23f0-11e9-a9a8-939fef904ec2, 1135, 340, 565, 507, 645, Human, HUMAN, 0
94a76230-23f0-11e9-a9a9-17d3d4c297c5, 1136, 338, 564, 508, 644, Human, HUMAN, 0
94a76618-23f0-11e9-a9b5-6b79675cc90c, 1148, 467, 536, 0, 93, Human, HUMAN, 0
94a76668-23f0-11e9-a9b6-d71be8b39a42, 1149, 467, 522, 0, 88, Human, HUMAN, 0
94a7680c-23f0-11e9-a9b7-c3f87ade5595, 1150, 33, 212, 239, 411, Human, HUMAN, 0
94a7680c-23f0-11e9-a9b7-c3f87ade5595, 1151, 491, 598, 160, 321, Human, HUMAN, 0
94a7680c-23f0-11e9-a9b7-c3f87ade5595, 1152, 342, 484, 211, 356, Human, HUMAN, 0
94a7680c-23f0-11e9-a9b7-c3f87ade5595, 1153, 513, 634, 313, 491, Human, HUMAN, 0
94a7680c-23f0-11e9-a9b7-c3f87ade5595, 1154, 560, 735, 352, 579, Human, HUMAN, 1
94a7687a-23f0-11e9-a9b8-aff7eb85a63e, 1155, 553, 736, 354, 574, Human, HUMAN, 0
94a7687a-23f0-11e9-a9b8-aff7eb85a63e, 1156, 34, 213, 241, 412, Human, HUMAN, 0
94a7687a-23f0-11e9-a9b8-aff7eb85a63e, 1157, 341, 483, 212, 405, Human, HUMAN, 0
94a7687a-23f0-11e9-a9b8-aff7eb85a63e, 1158, 505, 619, 314, 479, Human, HUMAN, 0
94a7687a-23f0-11e9-a9b8-aff7eb85a63e, 1159, 488, 591, 161, 301, Human, HUMAN, 1
94a768d4-23f0-11e9-a9b9-235e288aa883, 1160, 472, 614, 163, 320, Human, HUMAN, 0
94a768d4-23f0-11e9-a9b9-235e288aa883, 1161, 332, 465, 219, 361, Human, HUMAN, 0
94a768d4-23f0-11e9-a9b9-235e288aa883, 1162, 493, 612, 315, 459, Human, HUMAN, 0
94a768d4-23f0-11e9-a9b9-235e288aa883, 1163, 550, 741, 357, 572, Human, HUMAN, 1
94a768d4-23f0-11e9-a9b9-235e288aa883, 1164, 34, 214, 240, 413, Human, HUMAN, 0
94a76938-23f0-11e9-a9ba-4f066d38c605, 1165, 48, 145, 413, 527, Human, HUMAN, 0
94a76938-23f0-11e9-a9ba-4f066d38c605, 1166, 47, 261, 359, 474, Human, HUMAN, 0
94a76938-23f0-11e9-a9ba-4f066d38c605, 1167, 36, 215, 69, 267, Human, HUMAN, 0
94a76938-23f0-11e9-a9ba-4f066d38c605, 1168, 495, 597, 0, 197, Human, HUMAN, 0
94a76938-23f0-11e9-a9ba-4f066d38c605, 1169, 450, 523, 0, 153, Human, HUMAN, 0
94a76938-23f0-11e9-a9ba-4f066d38c605, 1170, 384, 554, 661, 719, Human, HUMAN, 0
94a76992-23f0-11e9-a9bb-2fb8c34f7ca7, 1171, 420, 514, 0, 132, Human, HUMAN, 0
94a76992-23f0-11e9-a9bb-2fb8c34f7ca7, 1172, 388, 590, 430, 606, Human, HUMAN, 0
94a769ec-23f0-11e9-a9bc-d7b821849220, 1173, 381, 591, 433, 606, Human, HUMAN, 0
94a769ec-23f0-11e9-a9bc-d7b821849220, 1174, 418, 518, 0, 131, Human, HUMAN, 0
94a76fb4-23f0-11e9-a9ce-03475a674412, 1192, 39, 148, 573, 673, Human, HUMAN, 0
94a77428-23f0-11e9-a9d8-63516ffe7197, 1202, 135, 310, 32, 203, Human, HUMAN, 0
94a7770c-23f0-11e9-a9d9-93beade46a54, 1203, 143, 310, 16, 203, Human, HUMAN, 0
94a77a2c-23f0-11e9-a9e2-7bb365bd259b, 1212, 28, 131, 556, 655, Human, HUMAN, 0
94a77f5e-23f0-11e9-a9f2-b7aa498cd10d, 1228, 142, 223, 15, 78, Human, HUMAN, 0
94a77fae-23f0-11e9-a9f3-8f1b549c2646, 1229, 154, 231, 15, 78, Human, HUMAN, 0
94a77ffe-23f0-11e9-a9f4-6f5ce2aa995e, 1230, 139, 201, 14, 78, Human, HUMAN, 0
94a780a8-23f0-11e9-a9f6-a72e610ddc0a, 1232, 142, 205, 14, 80, Human, HUMAN, 0
94a780f8-23f0-11e9-a9f7-9f964dc9dda3, 1233, 51, 155, 51, 161, Human, HUMAN, 0
94a780f8-23f0-11e9-a9f7-9f964dc9dda3, 1234, 448, 609, 99, 274, Human, HUMAN, 0
94a780f8-23f0-11e9-a9f7-9f964dc9dda3, 1235, 0, 88, 415, 534, Human, HUMAN, 0
94a780f8-23f0-11e9-a9f7-9f964dc9dda3, 1236, 0, 213, 318, 494, Human, HUMAN, 0
94a78152-23f0-11e9-a9f8-f73682f90a7d, 1237, 0, 112, 413, 531, Human, HUMAN, 0
94a78152-23f0-11e9-a9f8-f73682f90a7d, 1238, 459, 623, 102, 254, Human, HUMAN, 0
94a78152-23f0-11e9-a9f8-f73682f90a7d, 1239, 51, 158, 51, 193, Human, HUMAN, 0
94a78152-23f0-11e9-a9f8-f73682f90a7d, 1240, 0, 44, 262, 427, Human, HUMAN, 0
94a78152-23f0-11e9-a9f8-f73682f90a7d, 1241, 0, 212, 311, 494, Human, HUMAN, 0
94a781b6-23f0-11e9-a9f9-9f76295a9c51, 1242, 0, 91, 394, 522, Human, HUMAN, 0
94a781b6-23f0-11e9-a9f9-9f76295a9c51, 1243, 472, 572, 114, 275, Human, HUMAN, 0
94a781b6-23f0-11e9-a9f9-9f76295a9c51, 1244, 49, 159, 51, 191, Human, HUMAN, 0
94a781b6-23f0-11e9-a9f9-9f76295a9c51, 1245, 4, 211, 287, 494, Human, HUMAN, 0
